Сортировка;Код;Наименование;Загол-ок (title);Подробное описание;Краткое описание;Цена;Старая цена;Cклад;Продано;META Keywords;META Description;Стоимость доставки;Ограничение на минимальный заказ товара (штук);Файл;Производитель;Страна производителя;Кожух;Способ пуска;Модель двигателя;Тип двигателя;Топливо;Частота вращения двигателя, об/мин;Способ охлаждения;Уровень шума, дБ;Габаритные размеры, мм (ДхШхВ);Вес, кг
0;994;Бензиновый генератор Geko 5401 ED-AA/HEBA BLC;Бензиновый генератор Geko 5401 ED-AA/HEBA BLC;<br />;"Дизель <a href=""/geko.html""> электростанции Geko</a>.";158340;0;0;0;Бензиновая электростанция Geko 5401 ED-AА/HEBA BLC;Бензиновая электростанция Geko 5401 ED-AА/HEBA BLC;0;1;;{Geko};Германия;{без кожуха};{автозапуск};Honda GX 270;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};70;740х500х530;97.5
0;990;Бензиновый генератор Geko 5401 ED-AA/HHBA;Бензиновый генератор Geko 5401 ED-AA/HHBA;<br />;"Дизельные<a href=""/geko.html""> генераторы Geko</a>. продажа.";86100;0;0;0;Бензиновая электростанция Geko 5401 ED-AА/HHBA;Бензиновая электростанция Geko 5401 ED-AА/HHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};Honda GX 270;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};70;740х500х530;89
0;1041;Бензиновый генератор Geko 6400 ED-A/HEBA;Бензиновый генератор Geko 6400 ED-A/HEBA;<br />;"Дизельные <a href=""/geko.html""> электростанции Geko</a> продажа.";84000;0;0;0;Бензиновая электростанция Geko 6400 ED-А/HEBA;Бензиновая электростанция Geko 6400 ED-А/HEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;95
0;1039;Бензиновый генератор Geko 6400 ED-A/HHBA;Бензиновый генератор Geko 6400 ED-A/HHBA;<br />;"Дизельные <a href=""/geko.html""> электростанции Geko</a>.";70980;0;0;0;Бензиновая электростанция Geko 6400 ED-А/HHBA;Бензиновая электростанция Geko 6400 ED-А/HHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;90
0;1043;Бензиновый генератор Geko 6400 ED-AA/HEBA;Бензиновый генератор Geko 6400 ED-AA/HEBA;<br />;"Дизельные <a href=""/geko.html""> электростанции Geko</a> Москва.";96600;0;0;0;Бензиновая электростанция Geko 6400 ED-AА/HEBA;Бензиновая электростанция Geko 6400 ED-AА/HEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;97
0;1042;Бензиновый генератор Geko 6400 ED-AA/HHBA;Бензиновый генератор Geko 6400 ED-AA/HHBA;<br />;"Geko 6400 ED-AA/HHBA &ndash; хороший генератор для непродолжительной работы с мощной инструментом. Повышенная нагрузочная способность позволяет <a href=""/page_29.html"">бензиновому генератору</a> &laquo;выдавать&raquo; 5,9 кВт в номинальном и 6,4 кВт в пиковом режиме работы. Электропилы, газонокосилки, насосы, фрезерные и сверлильные станки &ndash; все это можно записать с помощью этого агрегата. <p style=""margin-bottom: 0cm"">Малый уровень шума обусловлен применением специального двигателя от компании Honda. Модель отличается упрощенной автоматикой, которая включает автоматическое отключение по низкому уровню масла.</p> <p style=""margin-bottom: 0cm"">Мощности двигателя достаточно для питания трехфазной или однофазной сети. К сожалению, генератор Geko 6400 ED-AA/HHBA обладает малой автономностью. При 100% загрузки, время его работы составляет всего 2 часа. Тем не менее, сниженный вес и конструкция на прочной раме делают его более мобильным. Это хорошее решение для людей, которым часто приходится работать &laquo;на выезде&raquo;, объектах с отсутствующим энергоснабжением, а также производить большое количество мелких работ в этой области.</p> <p>Относительно высокий уровень шума не позволяет применять генератор в помещениях, где есть ограничения по этому параметру, однако для открытой местности он подходит идеально. В конструкции предусмотрена удобная панель управления и индикации, надежный глушитель и отличный воздушный фильтр. Все это позволяет основательно увеличить моторесурс.</p> Смотреть остальные <a href=""/geko.html"">электростанции Geko</a>.";82740;0;0;0;Бензиновая электростанция Geko 6400 ED-AА/HHBA;Бензиновая электростанция Geko 6400 ED-AА/HHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;92
0;1050;Бензиновый генератор Geko 6401 ED-AA/HEBA;Бензиновый генератор Geko 6401 ED-AA/HEBA;<br />;"Данный генератор хорошо зарекомендовал себя в качестве профессионального средства автономного энергоснабжения. Настоящее немецкое качество и фирменный двигатель Honda GX390 Super Silent значительно увеличивают моторесурс силового агрегата. Номинальная мощность &ndash; 6,1 кВт распределяется между однофазной и трехфазной розеткой. <p>Большим преимуществом Geko 6401 ED-AA/HEBA является продуманная система подачи топлива и электрический стартер, значительно облегчающий запуск в сложных условиях. Регулируемая автоматически воздушная заслонка облегчает управление.</p> <p>Этот <a href=""/page_30.html"">бензогенератор</a> предназначен для работы с профессиональным оборудованием &ndash; от УШМ и болгарок до промышленных пылесосов и перфораторов. Наличие цепи трехфазного тока также позволяет использовать его в профессиональной отрасли для запитки промышленных машин и агрегатов. Это хороший, надежный выбор для людей, ценящих качество и готовых за него платить.<br /> Смотрите так же<a href=""/geko.html""> дизельный генератор Geko</a>.</p>";117180;0;0;0;Бензиновая электростанция Geko 6401 ED-AА/HEBA;Бензиновая электростанция Geko 6401 ED-AА/HEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;108
0;1056;Бензиновый генератор Geko 6401 ED-AA/HEBA BLC;Бензиновый генератор Geko 6401 ED-AA/HEBA BLC;<br />;"Данный генератор хорошо зарекомендовал себя в качестве профессионального средства автономного энергоснабжения. Настоящее немецкое качество и фирменный двигатель Honda GX390 Super Silent значительно увеличивают моторесурс силового агрегата. Номинальная мощность &ndash; 6,1 кВт распределяется между однофазной и трехфазной розеткой. <br /> Большим преимуществом Geko 6401 является продуманная система подачи топлива, электрический стартер, возможность автозапуска. Регулируемая автоматически воздушная заслонка облегчает управление. Маркировка BLC в названии модели означает, что в распределительный блок генератора встроено аварийно-автоматическое устройство. Такое устройство способно автоматически запустить <a href=""/page_29.html"">бензиновый генератор</a> в случае, если напряжение в сети падает или наоборот слишком сильно возрастает. Когда напряжение в сети восстанавливается, устройство отключает генератор так же без лишнего вмешательства человека.<br /> Генератор предназначен для работы с профессиональным оборудованием &ndash; от УШМ и болгарок до промышленных пылесосов и перфораторов. Наличие цепи трехфазного тока также позволяет использовать его в профессиональной отрасли для запитки промышленных машин и агрегатов. Это хороший, надежный выбор для людей, ценящих качество и готовых за него платить.<br /> Посмотреть другие станци <a href=""/geko.html"">Geko</a>.";168000;0;0;0;Бензиновая электростанция Geko 6401 ED-AА/HEBA BLC;Бензиновая электростанция Geko 6401 ED-AА/HEBA BLC;0;1;;{Geko};Германия;{без кожуха};{автозапуск};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;108
0;1048;Бензиновый генератор Geko 6401 ED-AA/HHBA;Бензиновый генератор Geko 6401 ED-AA/HHBA;<br />;"Данный генератор хорошо зарекомендовал себя в качестве профессионального средства автономного энергоснабжения. Настоящее немецкое качество и фирменный двигатель Honda GX390 Super Silent значительно увеличивают моторесурс силового агрегата. Номинальная мощность &ndash; 6,1 кВт распределяется между однофазной и трехфазной розеткой. <p>Большим преимуществом <a href=""/geko.html"">Geko</a> 6401 ED-AA/HEBA является продуманная система подачи топлива и электрический стартер, значительно облегчающий запуск в сложных условиях. Регулируемая автоматически воздушная заслонка облегчает управление.</p> <p>Генератор предназначен для работы с профессиональным оборудованием &ndash; от УШМ и болгарок до промышленных пылесосов и перфораторов. Наличие цепи трехфазного тока также позволяет использовать его в профессиональной отрасли для запитки промышленных машин и агрегатов. Это хороший, надежный выбор для людей, ценящих качество и готовых за него платить.</p>";100800;0;0;0;Бензиновая электростанция Geko 6401 ED-AА/HHBA;Бензиновая электростанция Geko 6401 ED-AА/HHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;100
0;1058;Бензиновый генератор Geko 6600 ED-AA/HHBA SS;Бензиновый генератор Geko 6600 ED-AA/HHBA SS;"&nbsp;";"Здесь предлагаем <a href=""/geko.html""> электростанции Geko</a>.";139860;0;0;0;Бензиновая электростанция Geko 6600 ED–AA/HHBA SS;Бензиновая электростанция Geko 6600 ED–AA/HHBA SS;0;1;;{Geko};Германия;{в кожухе};{ручной};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};65;820х550х620;130
0;1067;Бензиновый генератор Geko 7401 E-AA/HEBA;Бензиновый генератор Geko 7401 E-AA/HEBA;"&nbsp;";"Купить бензиновый генератор <a href=""/geko.html"">Geko</a>.";123060;0;0;0;Бензиновая электростанция Geko 7401 E-AА/HEBA;Бензиновая электростанция Geko 7401 E-AА/HEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;115
0;1069;Бензиновый генератор Geko 7401 E-AA/HEBA BLC;Бензиновый генератор Geko 7401 E-AA/HEBA BLC;"&nbsp;";"Купить дизель электростанцию <a href=""/geko.html"">Geko</a> в Москве.";167580;0;0;0;Бензиновая электростанция Geko 7401 E-AА/HEBA BLC;Бензиновая электростанция Geko 7401 E-AА/HEBA BLC;0;1;;{Geko};Германия;{без кожуха};{автозапуск};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;115
0;1065;Бензиновый генератор Geko 7401 E-AA/HHBA;Бензиновый генератор Geko 7401 E-AA/HHBA;"&nbsp;";"Купить дизель электростанцию <a href=""/geko.html"">Geko</a>.";104160;0;0;0;Бензиновая электростанция Geko 7401 E-AА/HHBA;Бензиновая электростанция Geko 7401 E-AА/HHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;107
0;1074;Бензиновый генератор Geko 7401 ED-AA/HHBA;Бензиновый генератор Geko 7401 ED-AA/HHBA;"&nbsp;";"Купить <a href=""/geko.html""> дизельный генератор Geko</a> в Москве.";108360;0;0;0;Бензиновая электростанция Geko 7401 ED-AА/HHBA;Бензиновая электростанция Geko 7401 ED-AА/HHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;107
0;1076;Бензиновый генератор Geko 7401 ED-AА/HEBA;Бензиновый генератор Geko 7401 ED-AА/HEBA;"&nbsp;";"Купить дизельную электростанцию <a href=""/geko.html"">Geko</a> в Москве.";130200;0;0;0;Бензиновая электростанция Geko 7401 ED-AА/HEBA;Бензиновая электростанция Geko 7401 ED-AА/HEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;790х550х650;115
0;1078;Бензиновый генератор Geko 7401 ED-AА/HEBA BLC;Бензиновый генератор Geko 7401 ED-AА/HEBA BLC;"&nbsp;";"Купить дизельную электростанцию <a href=""/geko.html"">Geko</a>.";181020;0;0;0;Бензиновая электростанция Geko 7401 ED-AА/HEBA BLC;Бензиновая электростанция Geko 7401 ED-AА/HEBA BLC;0;1;;{Geko};Германия;{без кожуха};{автозапуск};Honda GX 390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;740х500х530;115
0;1125;Бензиновый генератор Geko 8000 ED-AA/SEBA;Бензиновый генератор Geko 8000 ED-AA/SEBA;"&nbsp;";"Надежные<a href=""/geko.html""> генераторы Geko</a>..";218400;0;0;0;Бензиновая электростанция Geko 8000 ED-AА/SEBA;Бензиновая электростанция Geko 8000 ED-AА/SEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};B&S 350447;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;820х440х580;133
0;1123;Бензиновый генератор Geko 8000 ED-AA/SHBA;Бензиновый генератор Geko 8000 ED-AA/SHBA;"&nbsp;";"Надежные дизельные <a href=""/geko.html""> электростанции Geko</a>.";203700;0;0;0;Бензиновая электростанция Geko 8000 ED-AА/SHBA;Бензиновая электростанция Geko 8000 ED-AА/SHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};B&S 350442;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;820х440х580;128
0;1134;Бензиновый генератор Geko 9000 ED-AA/SEBA SS;Бензиновый генератор Geko 9000 ED-AA/SEBA SS;"&nbsp;";"Недорогие<a href=""/geko.html""> генераторы Geko</a>..";211260;0;0;0;Бензиновая электростанция Geko 9000 ED–AA/SEBA SS;Бензиновая электростанция Geko 9000 ED–AA/SEBA SS;0;1;;{Geko};Германия;{в кожухе};{электростарт};B&S 350447;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};61;880х650х620;187
0;1133;Бензиновый генератор Geko 9001 ED-AA/SEBA;Бензиновый генератор Geko 9001 ED-AA/SEBA;<br />;"Недорогие дизельные<a href=""/geko.html""> генераторы Geko</a>..";179340;0;0;0;Бензиновая электростанция Geko 9001 ED–AA/SEBA;Бензиновая электростанция Geko 9001 ED–AA/SEBA;0;1;;{Geko};Германия;{без кожуха};{электростарт};B&S 350447;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;790х550х650;138
0;1137;Бензиновый генератор Geko 9001 ED-AA/SEBA BLC;Бензиновый генератор Geko 9001 ED-AA/SEBA BLC;<br />;"Недорогие дизельные <a href=""/geko.html""> электростанции Geko</a>.";227220;0;0;0;Бензиновая электростанция Geko 9001 ED–AA/SEBA BLC;Бензиновая электростанция Geko 9001 ED–AA/SEBA BLC;0;1;;{Geko};Германия;{без кожуха};{автозапуск};B&S 350447;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;790х550х650;138
0;1130;Бензиновый генератор Geko 9001 ED-AA/SHBA;Бензиновый генератор Geko 9001 ED-AA/SHBA;<br />;"Недорогие качественные дизельные <a href=""/geko.html""> электростанции Geko</a>.";150780;0;0;0;Бензиновая электростанция Geko 9001 ED–AA/SHBA;Бензиновая электростанция Geko 9001 ED–AA/SHBA;0;1;;{Geko};Германия;{без кожуха};{ручной};B&S 350447;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;790х550х650;134
0;20002;Бензиновый генератор GREEN FIELD GF 2500;Бензиновый генератор GREEN FIELD GF 2500;<br />;<br />;10000;0;0;0;Бензогенератор GREEN FIELD LT 2500 DX;Бензогенератор GREEN FIELD LT 2500 DX;0;1;;{Green Field};Китай;{без кожуха};{ручной};GREENFIELD LT 168 F-1 (GX200);{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};65;605x450x450;41
0;20003;Бензиновый генератор GREEN FIELD GF 2500 E;Бензиновый генератор GREEN FIELD GF 2500 E;<br />;<br />;11900;0;0;1;Бензогенератор GREEN FIELD LT 2500 DXE;Бензогенератор GREEN FIELD LT 2500 DXE;0;1;;{Green Field};Китай;{без кожуха};{электростарт};GREENFIELD GX160;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};65;605x450x450;43
0;20004;Бензиновый генератор GREEN FIELD GF 3600;Бензиновый генератор GREEN FIELD GF 3600;<br />;<br />;14370;0;0;0;Бензогенератор GREEN FIELD LT 3600 DX;Бензогенератор GREEN FIELD LT 3600 DX;0;1;;{Green Field};Китай;{без кожуха};{ручной};GREENFIELD GX200;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};67;605x450x450;46
0;20005;Бензиновый генератор GREEN FIELD GF 3600 E;Бензиновый генератор GREEN FIELD GF 3600 E;<br />;<br />;15783;0;0;0;Бензогенератор GREEN FIELD LT 3600 DXE;Бензогенератор GREEN FIELD LT 3600 DXE;0;1;;{Green Field};Китай;без кожуха;{электростарт};GREENFIELD GX200;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};67;605x450x450;48
0;20006;Бензиновый генератор GREEN FIELD GF 4500;Бензиновый генератор GREEN FIELD GF 4500;<br />;<br />;18540;0;0;0;Бензогенератор GREEN FIELD LT 4500 DX;Бензогенератор GREEN FIELD LT 4500 DX;0;1;;{Green Field};Китай;{без кожуха};{ручной};GREENFIELD GX240;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};69;690x520x545;72
0;20007;Бензиновый генератор GREEN FIELD GF 4500 E;Бензиновый генератор GREEN FIELD GF 4500 E;<br />;<br />;20050;0;0;0;Бензогенератор GREEN FIELD LT 4500 DXE;Бензогенератор GREEN FIELD LT 4500 DXE;0;1;;{Green Field};Китай;{без кожуха};{электростарт};GREENFIELD GX240;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};69;690x520x545;74
0;20008;Бензиновый генератор GREEN FIELD GF 5500;Бензиновый генератор GREEN FIELD GF 5500;<br />;<br />;19600;0;0;0;Бензогенератор GREEN FIELD LT 5500 DX;Бензогенератор GREEN FIELD LT 5500 DX;0;1;;{Green Field};Китай;{без кожуха};{ручной};GREENFIELD GX340;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;690x520x545;81
0;20009;Бензиновый генератор GREEN FIELD GF 5500 E;Бензиновый генератор GREEN FIELD GF 5500 E;<br />;<br />;21300;0;0;0;Бензогенератор GREEN FIELD LT 5500 DXE;Бензогенератор GREEN FIELD LT 5500 DXE;0;1;;{Green Field};Китай;{без кожуха};{электростарт};GREENFIELD GX340;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};71;690x520x545;83
0;20010;Бензиновый генератор GREEN FIELD GF 7000;Бензиновый генератор GREEN FIELD GF 7000;<br />;<br />;21600;0;0;0;Бензогенератор GREEN FIELD GF 7000;Бензогенератор GREEN FIELD GF 7000;0;1;;{Green Field};Китай;{без кожуха};{ручной};GREENFIELD GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};;690x520x545;84
0;20011;Бензиновый генератор GREEN FIELD GF 7000 E;Бензиновый генератор GREEN FIELD GF 7000 E;<br />;<br />;24555;0;0;0;Бензогенератор GREEN FIELD GF 7000 E;Бензогенератор GREEN FIELD GF 7000 E;0;1;;{Green Field};Китай;{без кожуха};{электростарт};GREENFIELD GX390;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74;690x520x545;86
0;20012;Бензиновый генератор GREEN FIELD GF 8000 E;Бензиновый генератор GREEN FIELD GF 8000 E;<br />;<br />;26060;784;0;0;Бензогенератор GREEN FIELD GF 8000 E;Бензогенератор GREEN FIELD GF 8000 E;0;1;;{Green Field};Китай;{без кожуха};{электростарт};GREENFIELD GX410;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};74;690x525x545;88
0;20013;Бензиновый генератор GREEN FIELD GF 8000 E3;Бензиновый генератор GREEN FIELD GF 8000 E3;<br />;<br />;27100;0;0;0;Бензогенератор GREEN FIELD GF 8000E3;Бензогенератор GREEN FIELD GF 8000 E3;0;1;;{Green Field};Китай;{без кожуха};{электростарт};GREENFIELD GX410;{бензиновый 4-х тактный};{АИ-92};{3000};{воздушное};;690x525x545;88
0;20000;Бензиновый генератор GREEN FIELD GF 950 A;Бензогенератор GREEN FIELD GF 950 A;<br />;<br />;4700;0;0;0;Бензогенератор GREEN FIELD LT 950 A;Бензогенератор GREEN FIELD LT 950 A;0;1;;{Green Field};Китай;{в кожухе};{ручной};GREENFIELD;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};55;390x315x330;22
0;3000;Бензиновый генератор Hyundai HY1000Si;Бензиновый генератор Hyundai HY1000Si;<br />;"<a href=""/hyundai.html"">Hyundai дизель генератор</a>.";16000;0;0;0;Бензогенератор Hyundai HY1000Si;Бензогенератор Hyundai HY1000Si;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY130;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;490x275x415;14
0;3001;Бензиновый генератор Hyundai HY2000Si;Бензиновый генератор Hyundai HY2000Si;<br />;"<a href=""/hyundai.html"">Hyundai дизельная электростанция</a>.";22000;0;0;0;Бензогенератор Hyundai HY2000Si;Бензогенератор Hyundai HY2000Si;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY130;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;580x320x515;27
0;3002;Бензиновый генератор Hyundai HY2500;Бензиновый генератор Hyundai HY2500;<br />;"<a href=""/hyundai.html"">Hyundai электростанции</a>. генератор.";10000;0;0;0;Бензогенератор Hyundai HY2500;Бензогенератор Hyundai HY2500;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY160;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;560x440x460;43
0;3003;Бензиновый генератор Hyundai HY2500L;Бензиновый генератор Hyundai HY2500L;<br />;"Бензиновая электростанция <a href=""/hyundai.html"">Hyundai</a>.";12300;0;0;0;Бензогенератор Hyundai HY2500L;Бензогенератор Hyundai HY2500L;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY160;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;605x440x530;43
0;3004;Бензиновый генератор Hyundai HY2500S;Бензиновый генератор Hyundai HY2500S;<br />;"Бензиновая электростанция Hyundai, <a href=""/hyundai.html""> дизельный генератор Hyundai</a>.";13000;0;0;0;Бензогенератор Hyundai HY2500S;Бензогенератор Hyundai HY2500S;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY160;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;605x440x530;45
0;3005;Бензиновый генератор Hyundai HY3000Si;Бензиновый генератор Hyundai HY3000Si;<br />;"Бензиновые <a href=""/hyundai.html"">Hyundai электростанции</a>..";31000;0;0;0;Бензогенератор Hyundai HY3000Si;Бензогенератор Hyundai HY3000Si;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY145;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;580x320x515;28.май
0;3006;Бензиновый генератор Hyundai HY3100;Бензиновый генератор Hyundai HY3100;<br />;"Бензиновые <a href=""/hyundai.html"">Hyundai</a> электростанция.";13500;0;0;0;Бензогенератор Hyundai HY3100;Бензогенератор Hyundai HY3100;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY200;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;560x440x460;45
0;3007;Бензиновый генератор Hyundai HY3100L;Бензиновый генератор Hyundai HY3100L;<br />;"<a href=""/hyundai.html""> Бензиновые генераторы Hyundai</a> продажа.";13000;0;0;0;Бензогенератор Hyundai HY3100L;Бензогенератор Hyundai HY3100L;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY200;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;605x440x530;45
0;3008;Бензиновый генератор Hyundai HY3100LE;Бензиновый генератор Hyundai HY3100LE;<br />;"<a href=""/hyundai.html""> Бензиновые генераторы Hyundai</a>.";14000;0;0;0;Бензогенератор Hyundai HY3100LE;Бензогенератор Hyundai HY3100LE;0;1;;{Hyundai};Корея;{без кожуха};{электростарт};OHV HY200;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;605x440x530;45
0;3009;Бензиновый генератор Hyundai HY3100S;Бензиновый генератор Hyundai HY3100S;<br />;"Бензиновые  <a href=""/hyundai.html"">электростанции Hyundai</a> 1-600 квт.";15000;0;0;0;Бензогенератор Hyundai HY3100S;Бензогенератор Hyundai HY3100S;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY200;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;605x440x530;48
0;3010;Бензиновый генератор Hyundai HY6000;Бензиновый генератор Hyundai HY6000;<br />;"Бензиновые  <a href=""/hyundai.html"">электростанции Hyundai</a> продажа в Москве.";21000;0;0;0;Бензогенератор Hyundai HY6000;Бензогенератор Hyundai HY6000;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
0;3011;Бензиновый генератор Hyundai HY6000L;Бензиновый генератор Hyundai HY6000L;<br />;"Бензиновые  <a href=""/hyundai.html"">электростанции Hyundai</a>.";23000;0;0;0;Бензогенератор Hyundai HY6000L;Бензогенератор Hyundai HY6000L;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
0;3012;Бензиновый генератор Hyundai HY6000LE;Бензиновый генератор Hyundai HY6000LE;<br />;"Бензиновые электростанции Hyundai, <a href=""/hyundai.html""> дизельный генератор Hyundai</a>.";28000;0;0;0;Бензогенератор Hyundai HY6000LE;Бензогенератор Hyundai HY6000LE;0;1;;{Hyundai};Корея;{без кожуха};{электростарт};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
0;3013;Бензиновый генератор Hyundai HY6000LE-3;Бензиновый генератор Hyundai HY6000LE-3;<br />;"Бензиновый генератор <a href=""/hyundai.html"">Hyundai</a>.";28000;0;0;0;Бензогенератор Hyundai HY6000LE-3;Бензогенератор Hyundai HY6000LE-3;0;1;;{Hyundai};Корея;{без кожуха};{электростарт};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
0;3014;Бензиновый генератор Hyundai HY6000S;Бензиновый генератор Hyundai HY6000S;<br />;"Бензиновый генератор Hyundai, дизельные  <a href=""/hyundai.html"">электростанции Hyundai</a>.";26000;0;0;0;Бензогенератор Hyundai HY6000S;Бензогенератор Hyundai HY6000S;0;1;;{Hyundai};Корея;{в кожухе};{ручной};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;700x530x550;81
0;3015;Бензиновый генератор Hyundai HY6000SE;Бензиновый генератор Hyundai HY6000SE;<br />;"Бензиновый генератор Hyundai, <a href=""/hyundai.html""> дизельный генератор Hyundai</a>.";30000;0;0;0;Бензогенератор Hyundai HY6000SE;Бензогенератор Hyundai HY6000SE;0;1;;{Hyundai};Корея;{в кожухе};{электростарт};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;700x530x550;81
0;3016;Бензиновый генератор Hyundai HY6000SE-3;Бензиновый генератор Hyundai HY6000SE-3;<br />;"Выбор <a href=""/hyundai.html"">Hyundai</a> и доставка.";31000;0;0;0;Бензогенератор Hyundai HY6000SE-3;Бензогенератор Hyundai HY6000SE-3;0;1;;{Hyundai};Корея;{в кожухе};{электростарт};OHV HY340;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;700x530x550;81
0;3017;Бензиновый генератор Hyundai HY7000L;Бензиновый генератор Hyundai HY7000L;<br />;"Гарантия генератор <a href=""/hyundai.html"">Hyundai</a>.";22000;0;0;0;Бензогенератор Hyundai HY7000L;Бензогенератор Hyundai HY7000L;0;1;;{Hyundai};Корея;{без кожуха};{ручной};OHV HY390;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
0;3018;Бензиновый генератор Hyundai HY7000LE;Бензиновый генератор Hyundai HY7000LE;<br />;"Гарантия электростанция <a href=""/hyundai.html"">Hyundai</a>.";27000;0;0;0;Бензогенератор Hyundai HY7000LE;Бензогенератор Hyundai HY7000LE;0;1;;{Hyundai};Корея;{без кожуха};{электростарт};OHV HY390;{бензиновый 2-х тактный};{АИ-92};{3000};{воздушное};;690x525x550;78
